,location,player,object,pos_x,pos_y,pos_z
1522,Bar,177,Ashtray,1914.4,1308.302,436.427
1523,Bar,177,Pack of Cigarettes,1919.8,1531.897,436.428
1524,Bar,177,Shot glass,1922.0,1563.220,441.068
1525,Bar,177,Shot glass,1923.0,1563.220,441.068
1526,Bar,177,Empty Whiskey Bottle,1923.6,1563.220,441.068
1527,Bar,177,Glass Pitcher,1924.0,1563.220,441.068
1528,Bar,177,Ashtray,1924.8,1563.220,441.068
1529,Bar,177,Shot glass,1925.8,1563.220,441.068
1530,Bar,177,Shot glass,1926.6,1563.256,441.082
1531,Bar,177,Glass Pitcher,1930.0,1754.453,476.876
1532,Bar,177,Sunset Sarsaparilla,1931.6,1793.106,512.788
1533,Bar,177,Ashtray,1932.8,1793.062,513.029
1534,Bar,177,Shot glass,1933.2,1793.029,513.203
1535,Bar,177,Sunset Sarsaparilla,1933.8,1793.021,513.249
1536,Bar,177,Glass Pitcher,1934.6,1793.021,513.249
1537,Bar,177,Sunset Sarsaparilla,1940.4,1793.000,513.441
1538,Bar,177,Sunset Sarsaparilla,1943.8,1793.000,513.441
1539,Bar,177,Ashtray,1944.2,1793.000,513.441
1540,Bar,177,Drinking Glass,1945.8,1793.006,513.373
1541,Bar,177,Sunset Sarsaparilla,1949.0,1800.690,472.026
1542,Bar,177,Sunset Sarsaparilla,1968.2,1801.976,696.640
1543,Bar,177,Ashtray,1970.0,1802.613,697.401
1544,Bar,177,Shot glass,1970.8,1802.726,697.453
1545,Bar,177,Sunset Sarsaparilla,1973.0,1802.770,697.497
1546,Bar,177,Sunset Sarsaparilla,1983.6,1861.383,795.464
1547,Bar,177,Dinner Plate,1984.4,1861.383,795.464
1548,Bar,177,Dinner Plate,1985.2,1861.383,795.464
1549,Bar,177,Ashtray,1987.2,1860.474,796.442
1550,Bar,177,Carton of Cigarettes,2021.2,2128.270,724.298
1551,Bar,177,Carton of Cigarettes,2021.6,2128.270,724.298
1552,Bar,177,Coffee Pot,2023.2,2128.270,724.298
1553,Bar,177,Glass Pitcher,2032.4,2062.792,550.874
1554,Bar,177,Glass Pitcher,2033.0,2062.792,550.874
1555,Bar,177,Glass Pitcher,2033.4,2062.792,550.874
1556,Bar,177,Glass Pitcher,2034.0,2062.792,550.874
1557,Bar,177,Glass Pitcher,2034.4,2062.792,550.874
1558,Bar,177,Glass Pitcher,2035.0,2062.792,550.786
1559,Bar,177,Glass Pitcher,2035.4,2062.792,550.786
1560,Bar,177,Glass Pitcher,2035.8,2062.792,550.754
1561,Bar,177,Glass Pitcher,2036.4,2062.792,550.754
1562,Bar,177,Glass Pitcher,2037.0,2062.792,550.754
1563,Bar,177,Sunset Sarsaparilla,2047.0,2062.792,567.414
1564,Bar,177,Sunset Sarsaparilla,2053.0,2062.792,567.414
1565,Bar,177,Nuka-Cola,2058.2,2062.792,567.647
1566,Bar,177,Nuka-Cola,2059.8,2062.792,567.647
1567,Bar,177,Nuka-Cola,2060.2,2062.792,567.647
1568,Bar,177,Purified Water,2064.4,2062.792,567.647
1569,Bar,177,Purified Water,2065.2,2062.792,567.647
1570,Bar,177,Purified Water,2066.0,2062.792,567.647
1571,Bar,177,Purified Water,2066.6,2062.792,567.647
1572,Bar,177,Purified Water,2070.4,2062.792,567.575
1573,Bar,177,Cup,2073.0,2062.792,567.505
1574,Bar,177,Cup,2073.4,2062.792,567.505
1575,Bar,177,Cup,2074.6,2062.792,567.505
1576,Bar,177,Cup,2076.6,2062.792,567.505
1577,Bar,177,Shot glass,2077.6,2062.792,567.620
1578,Bar,177,Shot glass,2078.0,2062.792,567.620
1579,Bar,177,Shot glass,2078.4,2062.792,567.620
1580,Bar,177,Shot glass,2078.6,2062.792,567.620
1581,Bar,177,Shot glass,2079.0,2062.792,567.620
1582,Bar,177,Shot glass,2079.2,2062.792,567.620
1583,Bar,177,Shot glass,2079.6,2062.792,567.620
1584,Bar,177,Shot glass,2079.8,2062.792,567.756
1585,Bar,177,Shot glass,2080.2,2062.792,567.756
1586,Bar,177,Shot glass,2080.6,2062.792,567.756
1587,Bar,177,Shot glass,2081.6,2062.792,567.756
1588,Bar,177,Shot glass,2082.0,2062.792,567.756
1589,Bar,177,Shot glass,2083.2,2062.792,567.756
1590,Bar,177,Shot glass,2085.0,2062.792,567.756
1591,Bar,177,Shot glass,2085.6,2062.792,567.756
1592,Bar,177,Shot glass,2086.2,2062.792,567.756
1593,Bar,177,Drinking Glass,2088.2,2062.792,568.020
1594,Bar,177,Drinking Glass,2088.8,2062.792,568.020
1595,Bar,177,Drinking Glass,2089.2,2062.792,568.020
1596,Bar,177,Drinking Glass,2089.8,2062.792,568.020
1597,Bar,177,Drinking Glass,2090.4,2062.792,568.020
1598,Bar,177,Drinking Glass,2094.0,2062.792,650.013
1599,Bar,177,Coffee Mug,2095.6,2062.792,687.586
1600,Bar,177,Coffee Mug,2096.0,2062.792,687.586
1601,Bar,177,Coffee Mug,2096.4,2062.792,687.586
1602,Bar,177,Coffee Mug,2097.0,2062.792,687.586
1603,Bar,177,Coffee Mug,2097.6,2062.792,687.586
1604,Bar,177,Coffee Mug,2098.2,2062.792,687.586
1605,Bar,177,Sunset Sarsaparilla,2099.4,2062.792,687.586
1606,Bar,177,Sunset Sarsaparilla,2100.2,2062.792,687.586
1607,Bar,177,Sunset Sarsaparilla,2101.4,2062.792,687.586
1608,Bar,177,Sunset Sarsaparilla,2102.4,2062.792,687.586
1609,Bar,177,Cup,2106.2,2062.792,473.269
1610,Bar,177,Cup,2106.6,2062.792,473.269
1611,Bar,177,Cup,2107.8,2062.792,473.269
1612,Bar,177,Cup,2108.4,2062.792,473.269
1613,Bar,177,Cup,2109.0,2062.792,473.269
1614,Bar,177,Cup,2109.4,2062.792,473.269
1615,Bar,177,Cup,2110.2,2062.792,473.269
1616,Bar,177,Cup,2110.8,2062.792,473.269
1617,Bar,177,Cup,2111.2,2062.792,473.269
1618,Bar,177,Cup,2112.0,2062.792,473.269
1619,Bar,177,Cup,2112.4,2062.792,473.269
1620,Bar,177,Cup,2113.4,2062.792,473.269
1621,Bar,177,Milk Bottle,2115.2,2062.792,473.216
1622,Bar,177,Milk Bottle,2115.6,2062.792,473.216
1623,Bar,177,Milk Bottle,2116.4,2062.792,473.216
1624,Bar,177,Milk Bottle,2117.6,2062.792,473.216
1625,Bar,177,Purified Water,2124.4,2062.792,451.040
1626,Bar,177,Purified Water,2125.4,2062.792,451.040
1627,Bar,177,Scotch,2126.6,2062.792,451.040
1628,Bar,177,Wine,2142.8,2062.792,499.743
1629,Bar,177,Wine,2144.4,2062.792,499.743
1630,Bar,177,Wine,2162.3,2062.792,499.885
1631,Bar,177,Wine,2166.6,2062.792,499.885
1632,Bar,177,Scotch,2170.0,2062.792,499.885
1633,Bar,177,Scotch,2182.0,2062.792,499.763
1634,Bar,177,Scotch,2225.5,2065.098,428.225
1635,Bar,177,Whiskey,2232.7,2062.792,576.858
1636,Bar,177,Whiskey,2234.1,2062.792,576.858
1637,Bar,177,Whiskey,2236.7,2062.792,576.884
1638,Bar,177,Vodka,2244.1,2062.792,678.142
1639,Bar,177,Vodka,2246.1,2062.792,678.142
1640,Bar,177,Vodka,2248.9,2062.792,678.142
1641,Bar,177,Vodka,2251.3,2062.792,678.103
1642,Bar,177,Vodka,2253.1,2062.792,678.084
1643,Bar,177,Beer,2259.1,2062.792,678.185
1644,Bar,177,Beer,2282.7,2064.322,735.852
1645,Bar,177,Pot,2309.1,2290.488,900.231
1646,Bar,177,Pressure Cooker,2310.1,2290.574,900.299
1647,Bar,177,Dandy Boy Apples,2336.5,2355.753,839.108
1648,Bar,177,Dandy Boy Apples,2337.5,2355.753,839.108
1649,Bar,177,InstaMash,2338.3,2355.753,839.108
1650,Bar,177,InstaMash,2339.1,2355.753,839.108
1651,Bar,177,Tin Can,2339.9,2355.753,839.108
1652,Bar,177,Tin Can,2340.7,2355.753,839.108
1653,Bar,177,Toaster,2341.3,2355.753,839.108
1654,Bar,177,Tin Can,2341.9,2355.753,839.108
1655,Bar,177,Flour,2344.1,2355.858,838.563
1656,Bar,177,Flour,2344.7,2355.858,838.563
1657,Bar,178,Sunset Sarsaparilla,1710.5,1974.888,879.384
1658,Bar,178,Sunset Sarsaparilla,1712.1,1974.888,879.384
1659,Bar,178,Sunset Sarsaparilla,1718.7,1818.851,804.640
1660,Bar,178,Sunset Sarsaparilla,1721.1,1818.851,804.640
1661,Bar,178,Sunset Sarsaparilla,1725.1,1793.000,604.082
1662,Bar,178,Sunset Sarsaparilla,1729.5,1793.026,523.792
1663,Bar,178,Sunset Sarsaparilla,1731.1,1793.006,523.792
1664,Bar,178,Sunset Sarsaparilla,1735.7,1805.063,325.882
1665,Bar,178,Sunset Sarsaparilla,1745.5,1981.640,496.625
1666,Bar,178,Sunset Sarsaparilla,1746.5,1981.640,496.625
1667,AbandonedHouse,178,Large Scorched Book,1963.8,865.243,-1802.792
1668,AbandonedHouse,178,Red Plate,1966.4,865.243,-1802.792
1669,SheriffOffice,178,Pre-War Book,2294.3,1898.970,1708.148
1670,SheriffOffice,178,Pre-War Book,2299.3,1899.241,1707.951
1671,SheriffOffice,178,Pre-War Book,2300.1,1899.241,1707.951
1672,SheriffOffice,178,Pre-War Book,2300.7,1899.241,1707.951
1673,SheriffOffice,178,Pre-War Book,2301.1,1899.241,1707.951
1674,SheriffOffice,178,Pre-War Book,2301.7,1899.241,1707.951
1675,SheriffOffice,178,Pre-War Book,2303.3,1899.509,1707.781
1676,SheriffOffice,178,Pre-War Book,2324.6,1906.532,1446.207
1677,SheriffOffice,178,Pre-War Book,2325.0,1906.537,1446.207
1678,SheriffOffice,178,Pre-War Book,2328.3,1926.041,1361.569
1679,SheriffOffice,178,Pre-War Book,2328.6,1926.041,1361.569
1680,SheriffOffice,178,Pre-War Book,2328.8,1926.008,1361.624
1681,SheriffOffice,178,Pre-War Book,2329.0,1926.008,1361.624
1682,SheriffOffice,178,Pre-War Book,2329.3,1926.008,1361.624
1683,SheriffOffice,178,Pre-War Book,2329.5,1926.008,1361.624
1684,SheriffOffice,178,Pre-War Book,2329.6,1926.008,1361.624
1685,SheriffOffice,178,Pre-War Book,2329.8,1926.008,1361.624
1686,SheriffOffice,178,Pre-War Book,2330.0,1926.008,1361.624
1687,SheriffOffice,178,Pre-War Book,2330.3,1926.008,1361.624
1688,SheriffOffice,178,Pre-War Book,2330.3,1926.008,1361.624
1689,SheriffOffice,178,Pre-War Book,2330.5,1926.008,1361.624
1690,SheriffOffice,178,Pre-War Book,2330.6,1926.008,1361.624
1691,SheriffOffice,178,Pre-War Book,2330.8,1925.985,1361.683
1692,SheriffOffice,178,Pre-War Book,2331.0,1925.944,1361.752
1693,SheriffOffice,178,Pre-War Book,2331.3,1925.944,1361.752
1694,SheriffOffice,178,Pre-War Book,2331.3,1925.944,1361.752
1695,SheriffOffice,178,Pre-War Book,2331.5,1925.944,1361.752
1696,SheriffOffice,178,Pre-War Book,2331.7,1925.944,1361.752
1697,SheriffOffice,178,Pre-War Book,2331.8,1925.944,1361.752
1698,SheriffOffice,178,Pre-War Book,2332.0,1925.944,1361.752
1699,SheriffOffice,178,Pre-War Book,2332.3,1925.944,1361.752
1700,SheriffOffice,178,Pre-War Book,2332.5,1925.944,1361.752
1701,SheriffOffice,178,Pre-War Book,2332.6,1925.944,1361.752
1702,SheriffOffice,178,Pre-War Book,2332.8,1925.944,1361.752
1703,SheriffOffice,178,Pre-War Book,2333.0,1925.944,1361.752
1704,SheriffOffice,178,Pre-War Book,2333.2,1925.944,1361.752
1705,SheriffOffice,178,Pre-War Book,2333.2,1925.944,1361.752
1706,SheriffOffice,178,Pre-War Book,2333.5,1925.944,1361.752
1707,SheriffOffice,178,Pre-War Book,2333.8,1925.888,1361.902
1708,SheriffOffice,178,Pre-War Book,2334.6,1925.888,1361.902
1709,SheriffOffice,178,Pre-War Book,2335.0,1925.888,1361.902
1710,SheriffOffice,178,Pre-War Book,2335.6,1925.888,1361.902
1711,SheriffOffice,178,Pre-War Book,2336.0,1925.888,1361.902
1712,SheriffOffice,178,Pre-War Book,2336.2,1925.875,1362.109
1713,SheriffOffice,178,Pre-War Book,2338.8,1925.715,1362.647
1714,SheriffOffice,178,Pre-War Book,2343.2,1934.468,1320.844
1715,SheriffOffice,178,Pre-War Book,2343.8,1934.412,1320.876
1716,Introhouse,180,Pre-War Book,152.4,255.415,270.482
1717,Mine,180,Bent Tin Can,1259.7,3979.732,-1717.271
1718,Outside,180,Pressure Cooker,1468.2,8597.771,4693.927
1719,SheriffOffice,180,Pre-War Book,1682.2,1943.343,1422.457
1720,SheriffOffice,180,Pre-War Book,1682.4,1943.343,1422.457
1721,SheriffOffice,180,Pre-War Book,1682.6,1943.343,1422.457
1722,SheriffOffice,180,Pre-War Book,1682.8,1943.343,1422.457
1723,SheriffOffice,180,Pre-War Book,1683.0,1943.343,1422.457
1724,SheriffOffice,180,Pre-War Book,1683.2,1943.343,1422.457
1725,SheriffOffice,180,Pre-War Book,1683.4,1943.343,1422.457
1726,Bar,180,Sunset Sarsaparilla,1921.4,1788.080,505.752
1727,Bar,180,Sunset Sarsaparilla,1923.4,1788.080,505.752
1728,Bar,180,Sunset Sarsaparilla,1925.4,1878.800,329.974
1729,Bar,180,Sunset Sarsaparilla,1930.6,1780.206,595.824
1730,Bar,180,Sunset Sarsaparilla,1933.0,1734.590,684.445
1731,Bar,180,Sunset Sarsaparilla,1934.4,1755.829,751.345
1732,Bar,180,Sunset Sarsaparilla,1935.4,1857.038,803.455
1733,Bar,180,Sunset Sarsaparilla,1936.2,1857.038,803.455
1734,Bar,180,Sunset Sarsaparilla,1939.8,2062.792,572.336
1735,Bar,180,Sunset Sarsaparilla,1940.8,2062.792,572.336
1736,Mine,180,Buffalo Gourd Seed,2401.0,-181.305,2357.181
1737,Bar,181,Empty Sunset Sarsaparilla Bottle,1373.6,1472.165,769.669
1738,Bar,181,Empty Whiskey Bottle,1385.4,1471.852,770.069
1739,Introhouse,191,Pre-War Book,145.2,278.981,272.819
1740,Introhouse,191,Coffee Mug,997.0,1013.274,1515.389
1741,Bar,191,Sunset Sarsaparilla,1422.5,1765.544,613.572
1742,Bar,191,Glass Pitcher,1423.5,1765.544,613.572
1743,Bar,191,Sunset Sarsaparilla,1424.5,1765.576,613.652
1744,Bar,191,Ashtray,1426.9,1765.755,614.100
1745,Bar,191,Sunset Sarsaparilla,1428.3,1765.755,614.100
1746,Bar,191,Shot glass,1431.7,1765.755,614.100
1747,Bar,191,Ashtray,1432.9,1765.879,614.114
1748,Bar,191,Sunset Sarsaparilla,1434.1,1765.879,614.114
1749,Bar,191,Glass Pitcher,1439.9,1795.471,558.533
1750,Bar,191,Sunset Sarsaparilla,1441.3,1795.471,558.533
1751,Bar,191,Ashtray,1442.3,1795.471,558.533
1752,Bar,191,Sunset Sarsaparilla,1447.1,1802.255,464.186
1753,Bar,191,Drinking Glass,1448.1,1802.255,464.186
1754,Bar,191,Sunset Sarsaparilla,1454.5,1745.214,780.899
1755,Bar,191,Shot glass,1457.5,1829.816,801.499
1756,Bar,191,Dinner Plate,1461.3,1917.618,864.748
1757,Bar,191,Ashtray,1462.9,1917.618,864.748
1758,Bar,191,Sunset Sarsaparilla,1463.9,1917.750,864.753
1759,Bar,191,Dinner Plate,1465.3,1917.750,864.753
1760,Bar,191,Carton of Cigarettes,1469.9,2082.502,769.679
1761,Bar,191,Carton of Cigarettes,1470.7,2082.502,769.679
1762,Bar,191,Coffee Pot,1472.7,2082.502,769.679
1763,Bar,191,Sunset Sarsaparilla,1482.7,2062.792,700.358
1764,Bar,191,Sunset Sarsaparilla,1483.9,2062.792,700.358
1765,Bar,191,Glass Pitcher,1486.7,2062.792,560.617
1766,Bar,191,Glass Pitcher,1487.1,2062.792,560.617
1767,Bar,191,Glass Pitcher,1487.7,2062.792,560.617
1768,Bar,191,Glass Pitcher,1488.1,2062.792,560.617
1769,Bar,191,Glass Pitcher,1488.7,2062.792,560.617
1770,Bar,191,Glass Pitcher,1489.3,2062.792,560.617
1771,Bar,191,Glass Pitcher,1489.9,2062.792,560.617
1772,Bar,191,Glass Pitcher,1490.5,2062.792,560.617
1773,Bar,191,Glass Pitcher,1491.3,2062.792,560.617
1774,Bar,191,Glass Pitcher,1492.3,2062.792,560.617
1775,Bar,191,Shot glass,1495.5,2062.792,561.190
1776,Bar,191,Shot glass,1499.9,2062.792,561.190
1777,Bar,191,Shot glass,1500.5,2062.792,561.190
1778,Bar,191,Shot glass,1501.3,2062.792,561.190
1779,Bar,191,Shot glass,1501.9,2062.792,561.190
1780,Bar,191,Shot glass,1502.9,2062.792,561.419
1781,Bar,191,Shot glass,1504.1,2062.792,561.419
1782,Bar,191,Drinking Glass,1504.7,2062.792,561.419
1783,Bar,191,Drinking Glass,1505.3,2062.792,561.419
1784,Bar,191,Shot glass,1506.5,2062.792,561.419
1785,Bar,191,Drinking Glass,1507.5,2062.792,561.615
1786,Bar,191,Cup,1515.5,2000.714,421.160
1787,Bar,191,Cup,1516.3,2000.714,421.160
1788,Bar,191,Cup,1516.9,2000.714,421.160
1789,Bar,191,Cup,1517.7,2000.890,421.284
1790,Bar,191,Cup,1518.1,2000.890,421.284
1791,Bar,191,Cup,1518.7,2000.890,421.284
1792,Bar,191,Cup,1519.1,2000.890,421.284
1793,Bar,191,Cup,1519.5,2000.890,421.284
1794,Bar,191,Cup,1520.5,2000.890,421.284
1795,Bar,191,Cup,1522.5,2001.023,421.459
1796,Bar,191,Cup,1524.7,2001.023,421.459
1797,Bar,191,Drinking Glass,1536.5,2062.792,624.391
1798,Bar,191,Shot glass,1539.3,2062.792,624.391
1799,Bar,191,Shot glass,1542.9,2062.792,624.391
1800,Bar,191,Shot glass,1544.9,2062.792,624.391
1801,Bar,191,Shot glass,1548.3,2062.792,624.391
1802,Bar,191,Shot glass,1549.5,2062.792,624.391
1803,Bar,191,Shot glass,1550.3,2062.792,624.391
1804,Bar,191,Shot glass,1550.9,2062.792,624.391
1805,Bar,191,Shot glass,1551.5,2062.792,624.391
1806,Bar,191,Cup,1552.5,2062.792,624.391
1807,Bar,191,Cup,1553.3,2062.792,624.391
1808,Bar,191,Cup,1554.1,2062.792,624.391
1809,Bar,191,Cup,1554.7,2062.792,624.391
1810,Bar,191,Cup,1555.1,2062.792,624.391
1811,Bar,191,Nuka-Cola,1560.9,2062.792,624.645
1812,Bar,191,Nuka-Cola,1562.1,2062.792,624.823
1813,Bar,191,Nuka-Cola,1564.3,2062.792,624.823
1814,Bar,191,Purified Water,1571.3,2062.792,624.768
1815,Bar,191,Purified Water,1574.7,2062.792,624.768
1816,Bar,191,Wine,1591.3,2062.792,624.516
1817,Bar,191,Drinking Glass,1614.5,1998.991,646.146
1818,Bar,191,Drinking Glass,1615.9,1998.991,646.146
1819,Bar,191,Coffee Mug,1617.3,1999.083,646.268
1820,Bar,191,Coffee Mug,1623.5,1999.083,646.268
1821,Bar,191,Sunset Sarsaparilla,1634.1,1999.314,646.612
1822,Bar,191,Pre-War Book,1678.1,2090.512,865.141
1823,Bar,191,Pre-War Book,1678.7,2090.512,865.141
1824,Bar,191,Pre-War Book,1679.1,2090.512,865.141
1825,Bar,191,Pre-War Book,1680.5,2090.445,865.311
1826,Bar,191,Pre-War Book,1681.1,2090.318,865.471
1827,Bar,191,Pre-War Book,1681.5,2090.318,865.471
1828,Bar,191,Pre-War Book,1682.1,2090.318,865.471
1829,Bar,191,Pre-War Book,1682.5,2090.318,865.471
1830,Bar,191,Pre-War Book,1682.9,2090.318,865.471
1831,Bar,191,Pre-War Book,1683.3,2090.318,865.471
1832,Bar,191,Pre-War Book,1683.7,2090.318,865.471
1833,Bar,191,Pre-War Book,1684.1,2090.318,865.471
1834,Bar,191,Pre-War Book,1684.5,2090.318,865.471
1835,Bar,191,Pre-War Book,1685.1,2090.318,865.471
1836,Bar,191,Pre-War Book,1685.5,2090.318,865.471
1837,Bar,191,Pre-War Book,1685.9,2090.318,865.471
1838,Bar,191,Pre-War Book,1686.3,2090.318,865.471
1839,Bar,191,Pre-War Book,1686.7,2090.318,865.471
1840,Bar,191,Pre-War Book,1687.3,2090.318,865.471
1841,Bar,191,Pre-War Book,1687.7,2090.318,865.471
1842,Bar,191,Pre-War Book,1691.7,2090.046,865.536
1843,Bar,191,Pre-War Book,1692.1,2090.046,865.536
1844,Bar,191,Pre-War Book,1699.5,2089.730,865.650
1845,Bar,191,Pre-War Book,1702.3,2089.730,865.650
1846,Bar,191,Pre-War Book,1705.9,2089.569,865.785
1847,Bar,191,Pre-War Book,1706.9,2089.569,865.785
1848,Bar,191,Pre-War Book,1707.9,2089.569,865.785
1849,Bar,191,Pre-War Book,1708.9,2089.569,865.785
1850,Bar,191,Pre-War Book,1709.7,2089.569,865.785
1851,Bar,191,Pre-War Book,1711.7,2089.569,865.785
1852,Bar,191,Pre-War Book,1714.5,2089.386,865.898
1853,Bar,191,Pre-War Book,1724.3,2004.258,919.292
1854,Bar,191,Pre-War Book,1726.1,2004.258,919.292
1855,Bar,191,Pre-War Book,1726.7,2004.258,919.292
1856,Bar,191,Pre-War Book,1727.1,2004.258,919.292
1857,Bar,191,Pre-War Book,1728.1,2004.258,919.292
1858,Bar,191,Pre-War Book,1728.7,2004.258,919.292
1859,Bar,191,Pre-War Book,1730.3,2004.258,919.292
1860,Bar,191,Pre-War Book,1730.9,2004.258,919.292
1861,Bar,191,Pre-War Book,1731.5,2004.258,919.292
1862,Bar,191,Pre-War Book,1732.9,2004.258,919.292
1863,Bar,191,Pre-War Book,1733.7,2004.258,919.292
1864,Bar,191,Pre-War Book,1735.1,2004.258,919.292
1865,Bar,191,Pre-War Book,1742.3,1966.545,959.835
1866,Bar,191,Pre-War Book,1742.7,1966.545,959.835
1867,Bar,191,Pre-War Book,1744.1,1966.545,959.835
1868,Bar,191,Pre-War Book,1744.7,1966.545,959.835
1869,Bar,191,Pre-War Book,1747.1,1966.413,959.772
1870,Bar,191,Pre-War Book,1747.7,1966.413,959.772
1871,Bar,191,Pre-War Book,1747.9,1966.413,959.772
1872,Bar,191,Pre-War Book,1748.3,1966.413,959.772
1873,Bar,191,Pre-War Book,1748.7,1966.413,959.772
1874,Bar,191,Pre-War Book,1748.9,1966.413,959.772
1875,Bar,191,Pre-War Book,1749.7,1966.413,959.772
1876,Bar,191,Pre-War Book,1750.1,1966.413,959.772
1877,Bar,191,Pre-War Book,1753.5,1966.413,959.772
1878,Bar,191,Pre-War Book,1763.7,1974.080,949.968
1879,Bar,191,InstaMash,1807.5,2340.209,885.640
1880,Bar,191,Dandy Boy Apples,1808.5,2340.209,885.640
1881,Bar,191,Dandy Boy Apples,1809.1,2340.209,885.640
1882,Bar,191,InstaMash,1810.1,2340.209,885.640
1883,Bar,191,Tin Can,1811.7,2340.248,885.546
1884,Bar,191,Tin Can,1812.3,2340.248,885.546
1885,Bar,191,Tin Can,1812.9,2340.248,885.546
1886,Bar,191,Toaster,1813.7,2340.248,885.546
1887,Bar,191,Flour,1814.9,2340.248,885.546
1888,Bar,191,Flour,1815.5,2340.248,885.546
1889,Bar,191,Buffalo Gourd Seed,1820.7,2340.286,885.454
1890,Bar,191,Buffalo Gourd Seed,1822.1,2340.286,885.454
1891,Bar,191,Pot,1904.7,2309.223,870.313
1892,Bar,191,Pressure Cooker,1906.1,2309.223,870.313
1893,Bar,191,Ashtray,1972.1,1818.742,838.605
1894,Bar,191,Empty Sunset Sarsaparilla Bottle,1973.1,1818.742,838.605
1895,Bar,191,Empty Sunset Sarsaparilla Bottle,1974.9,1808.518,834.740
1896,Bar,191,Ashtray,2028.8,1563.037,933.447
1897,Bar,191,Chessboard,2029.6,1563.037,933.447
1898,Bar,191,Pack of Cigarettes,2035.2,1563.238,933.099
1899,Bar,191,Ashtray,2058.6,1337.582,984.913
1900,Bar,191,Empty Whiskey Bottle,2063.4,1266.955,814.994
1901,Bar,191,Ashtray,2064.8,1266.748,798.311
1902,Bar,191,Dinner Plate,2065.2,1266.806,795.001
1903,Bar,191,Shot glass,2066.0,1266.806,795.001
